2023-03-13,16:08:17,25.5
2023-03-13,16:08:36,25.7
2023-03-13,16:08:54,25.8
2023-03-13,16:09:16,25.9
2023-03-13,16:09:34,26
2023-03-14,03:38:24,30.6
2023-03-14,03:38:52,32.9
2023-03-14,03:39:08,32.9
2023-03-20,10:46:24,23.6
2023-03-20,10:46:43,23.2
2023-03-20,10:46:58,23.2
2023-03-20,10:47:21,23.3
2023-03-20,10:47:36,23.4
2023-03-20,10:47:58,23.5
2023-03-20,10:48:15,23.5
2023-03-20,10:48:31,23.5
2023-03-20,10:48:47,23.6
2023-03-20,10:49:02,23.6
2023-03-20,10:49:18,23.6
2023-03-20,10:49:33,23.6
2023-03-20,10:49:50,23.5
2023-03-20,10:50:05,23.5
2023-03-20,10:50:21,23.5
2023-03-20,10:50:37,23.6
2023-03-20,10:50:52,23.5
2023-03-20,10:51:08,23.5
2023-03-20,10:51:25,23.5
2023-03-20,11:13:32,23.4
2023-03-20,11:13:48,23.4
2023-03-20,11:14:05,23.3
2023-03-20,11:14:48,23.3
2023-03-20,11:15:04,23.3
2023-03-20,11:15:20,23.3
2023-03-20,11:15:36,23.3
2023-03-20,11:15:53,23.3
2023-03-20,11:16:09,23.3
2023-03-20,11:16:25,23.3
2023-03-20,11:16:40,23.3
2023-03-20,11:16:56,23.3
2023-03-20,11:17:17,23.3
2023-03-20,11:17:33,23.3
2023-03-20,11:17:50,23.3
2023-03-20,11:18:08,23.3
2023-03-20,11:18:23,23.3
2023-03-20,11:18:39,23.4
2023-03-20,11:41:16,23.3
2023-03-20,11:41:39,23.3
2023-03-20,11:42:00,23.3
2023-03-20,11:42:19,23.3
2023-03-20,11:42:34,23.3
2023-03-20,11:42:49,23.3
2023-03-20,11:43:06,23.3
2023-03-20,11:43:21,23.3
2023-03-20,11:43:36,23.3
2023-03-20,11:43:58,23.3
2023-03-20,11:44:49,23.3
2023-03-20,11:45:12,23.3
2023-03-20,11:45:34,23.3
2023-03-20,11:45:56,23.3
2023-03-20,11:46:18,23.3
2023-03-20,11:46:40,23.3
2023-03-20,11:46:58,23.3
2023-03-20,11:47:18,23.3
2023-03-20,11:47:40,23.4
2023-03-20,11:47:56,23.3
2023-03-20,11:48:12,23.3
2023-03-20,11:48:32,23.3
2023-03-20,11:48:55,23.3
2023-03-20,11:49:13,23.3
2023-03-20,11:49:29,23.4
2023-03-20,11:49:49,23.4
2023-03-20,11:50:11,23.4
2023-03-20,11:50:34,23.4
2023-03-20,11:50:50,23.4
2023-04-19,15:39:27,28.1
2023-04-19,15:39:48,28.8
2023-04-19,17:05:53,33
2023-04-19,17:06:12,32.4
2023-04-19,17:06:31,33.1
2023-04-19,17:06:49,32.6
2023-04-19,17:07:07,32.7
2023-04-19,17:07:27,31.8
2023-04-19,17:07:47,32.6
2023-04-19,17:08:04,34
2023-04-19,17:08:23,32.5
2023-04-19,17:08:38,32.4
2023-04-19,17:09:02,30.2
2023-04-19,17:09:22,32.1
2023-04-19,17:09:41,27.3
2023-04-19,17:10:01,30
2023-04-19,17:10:22,32.2
2023-04-19,17:10:43,31.3
2023-04-19,17:11:03,30.9
2023-04-19,17:11:26,31.4
2023-04-19,17:11:47,31.4
2023-04-19,17:12:07,29.3
2023-04-19,17:12:26,28.7
2023-04-19,17:12:47,31.9
2023-04-19,17:13:08,31.8
2023-04-19,17:13:29,31.6
2023-04-19,17:13:50,31.9
2023-04-19,17:14:11,32.3
2023-04-19,17:14:33,28.2
2023-04-19,17:14:55,29.9
2023-04-19,17:15:14,31.2
