2023-03-13,16:08:17,-2
2023-03-13,16:08:36,-2
2023-03-13,16:08:54,-2
2023-03-13,16:09:16,-2
2023-03-13,16:09:34,-2
2023-03-20,11:41:16,469.99997
2023-03-20,11:41:39,419.16666
2023-03-20,11:42:00,469.99997
2023-03-20,11:42:19,466.66666
2023-03-20,11:42:34,464.16666
2023-03-20,11:42:49,460.83331
2023-03-20,11:43:06,457.49997
2023-03-20,11:43:21,455.83331
2023-03-20,11:43:36,451.66666
2023-03-20,11:43:58,449.99997
2023-03-20,11:44:49,439.99997
2023-03-20,11:45:12,438.33331
2023-03-20,11:45:34,435.83331
2023-03-20,11:45:56,432.49997
2023-03-20,11:46:18,429.16666
2023-03-20,11:46:40,427.49997
2023-03-20,11:46:58,427.49997
2023-03-20,11:47:18,426.66666
2023-03-20,11:47:40,424.16666
2023-03-20,11:47:56,423.33331
2023-03-20,11:48:12,422.49997
2023-03-20,11:48:32,420.83331
2023-03-20,11:48:55,420.83331
2023-03-20,11:49:13,420.83331
2023-03-20,11:49:29,420.83331
2023-03-20,11:49:49,420.83331
2023-03-20,11:50:11,419.99997
2023-03-20,11:50:34,419.16666
2023-03-20,11:50:50,415.83331
2023-04-19,15:39:27,1099.16663
2023-04-19,15:39:48,844.99994
2023-04-19,17:05:53,1068.33325
2023-04-19,17:06:12,711.66663
2023-04-19,17:06:31,701.66663
2023-04-19,17:06:49,709.16663
2023-04-19,17:07:07,744.16663
2023-04-19,17:07:27,849.16663
2023-04-19,17:07:47,870.83331
2023-04-19,17:08:04,877.49994
2023-04-19,17:08:23,824.16663
2023-04-19,17:08:38,818.33331
2023-04-19,17:09:02,1053.33325
2023-04-19,17:09:22,821.66663
2023-04-19,17:09:41,1082.5
2023-04-19,17:10:01,1458.33325
2023-04-19,17:10:22,1893.33325
2023-04-19,17:10:43,1920.83325
2023-04-19,17:11:03,1944.99988
2023-04-19,17:11:26,1780.83325
2023-04-19,17:11:47,1860.83325
2023-04-19,17:12:07,1814.16663
2023-04-19,17:12:26,1779.99988
2023-04-19,17:12:47,1857.49988
2023-04-19,17:13:08,1884.99988
2023-04-19,17:13:29,1890.83325
2023-04-19,17:13:50,1869.16663
2023-04-19,17:14:11,1824.99988
2023-04-19,17:14:33,1808.33325
2023-04-19,17:14:55,1771.66663
2023-04-19,17:15:14,1754.99988
2023-04-19,17:15:36,1784.99988
2023-04-19,17:15:58,1771.66663
2023-04-19,17:16:20,1764.99988
2023-04-19,17:16:43,1764.16663
2023-04-19,17:17:05,1795.83325
2023-04-19,17:17:27,1752.49988
2023-04-19,17:17:50,1744.16663
2023-04-19,17:18:13,1728.33325
2023-04-19,17:18:36,1712.49988
2023-04-19,17:19:00,1718.33325
2023-04-19,17:19:23,1743.33325
2023-04-19,17:19:45,1705.83325
2023-04-19,17:20:08,1729.99988
2023-04-19,17:20:31,1679.16663
2023-04-19,17:20:54,1699.99988
2023-04-19,17:21:17,1680.83325
2023-04-19,17:21:36,1674.16663
2023-04-19,17:22:00,1660.83325
2023-04-19,17:22:24,1644.16663
2023-04-19,17:22:47,1637.49988
2023-04-19,17:23:10,1611.66663
2023-04-19,17:23:33,1593.33325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:23:52,1590.83325
2023-04-19,17:35:50,1226.66663
2023-04-19,17:36:09,1215
2023-04-19,17:36:27,1207.5
2023-04-19,17:36:47,1199.16663
2023-04-19,17:37:05,1198.33325
2023-04-19,17:37:29,1203.33325
2023-04-19,17:37:48,1217.5
2023-04-19,17:38:07,1220
2023-04-19,17:38:30,1220.83325
2023-04-19,17:38:52,1207.5
2023-04-19,17:39:16,1203.33325
2023-04-19,17:39:36,1195.83325
2023-04-19,17:39:56,1180.83325
2023-04-19,17:40:15,1161.66663
2023-04-19,17:40:30,1146.66663
2023-04-19,17:40:46,1145
2023-04-19,17:41:03,1134.16663
2023-04-19,17:41:25,1120
2023-04-19,17:41:45,1122.5
2023-04-19,17:42:08,1117.5
2023-04-19,17:42:27,1109.16663
2023-04-19,17:42:45,1100
2023-04-19,17:43:10,1090.83325
2023-04-19,17:43:31,1082.5
2023-04-19,17:43:49,1085.83325
2023-04-19,17:44:19,1040
2023-04-19,17:44:38,1024.16663
2023-04-19,17:44:56,1011.66663
2023-04-19,17:45:20,1028.33325
2023-04-19,17:45:43,1017.49994
2023-04-19,17:46:05,1014.99994
2023-04-19,17:46:30,1028.33325
2023-04-19,17:46:49,1059.16663
2023-04-19,17:47:08,1055
2023-04-19,17:47:32,1055.83325
2023-04-19,17:47:50,1057.5
2023-04-19,17:48:15,1060
2023-04-19,17:48:33,1056.66663
2023-04-19,17:48:55,1060
2023-04-19,17:49:15,1070
2023-04-19,17:49:36,1069.16663
2023-04-19,17:49:57,1071.66663
2023-04-19,17:50:21,1075.83325
2023-04-19,17:50:42,1081.66663
2023-04-19,17:51:07,1093.33325
2023-04-19,17:51:24,1096.66663
2023-04-19,17:51:44,1090.83325
2023-04-19,17:52:02,1078.33325
2023-04-19,17:52:23,1011.66663
2023-04-19,17:52:45,950.83331
2023-04-19,17:53:06,934.16663
2023-04-19,17:53:28,899.16663
2023-04-19,17:53:50,884.99994
2023-04-19,17:54:10,883.33331
2023-04-19,17:54:32,876.66663
2023-04-19,17:54:52,869.99994
2023-04-19,17:55:13,860.83331
2023-04-19,17:55:31,849.16663
2023-04-19,17:55:56,829.16663
2023-04-19,17:56:17,815.83331
2023-04-19,17:56:36,799.99994
2023-04-19,17:56:53,792.49994
