2023-03-13,16:08:17,76.7
2023-03-13,16:08:36,71.9
2023-03-13,16:08:54,71.5
2023-03-13,16:09:16,70.9
2023-03-13,16:09:34,70.7
2023-03-14,03:38:24,70.5
2023-03-14,03:38:52,82.3
2023-03-14,03:39:08,82.9
2023-03-20,10:46:24,75
2023-03-20,10:46:43,76.4
2023-03-20,10:46:58,78.9
2023-03-20,10:47:21,90.2
2023-03-20,10:47:36,90.4
2023-03-20,10:47:58,83.6
2023-03-20,10:48:15,83.8
2023-03-20,10:48:31,80.8
2023-03-20,10:48:47,82.8
2023-03-20,10:49:02,81.7
2023-03-20,10:49:18,81.3
2023-03-20,10:49:33,79.1
2023-03-20,10:49:50,79.2
2023-03-20,10:50:05,79
2023-03-20,10:50:21,81.6
2023-03-20,10:50:37,81.4
2023-03-20,10:50:52,77.6
2023-03-20,10:51:08,81.7
2023-03-20,11:13:32,75
2023-03-20,11:13:48,76.2
2023-03-20,11:14:05,76.3
2023-03-20,11:14:48,75.8
2023-03-20,11:15:04,75.7
2023-03-20,11:15:20,76.9
2023-03-20,11:15:36,78.5
2023-03-20,11:15:53,77.4
2023-03-20,11:16:09,76.7
2023-03-20,11:16:25,75.3
2023-03-20,11:16:40,76.5
2023-03-20,11:16:56,76.5
2023-03-20,11:17:17,76.6
2023-03-20,11:17:33,76.6
2023-03-20,11:17:50,76.3
2023-03-20,11:18:08,78.6
2023-03-20,11:18:23,77.4
2023-03-20,11:18:39,79.7
2023-03-20,11:41:16,75.8
2023-03-20,11:41:39,75.8
2023-03-20,11:42:00,75.5
2023-03-20,11:42:19,75.5
2023-03-20,11:42:34,75.7
2023-03-20,11:42:49,75.6
2023-03-20,11:43:06,75.7
2023-03-20,11:43:21,75.7
2023-03-20,11:43:36,75.6
2023-03-20,11:43:58,75.6
2023-03-20,11:44:49,75.7
2023-03-20,11:45:12,75.7
2023-03-20,11:45:34,75.3
2023-03-20,11:45:56,75.4
2023-03-20,11:46:18,75.3
2023-03-20,11:46:40,75.3
2023-03-20,11:46:58,75.3
2023-03-20,11:47:18,75.1
2023-03-20,11:47:40,75.2
2023-03-20,11:47:56,75.3
2023-03-20,11:48:12,75.6
2023-03-20,11:48:32,75.8
2023-03-20,11:48:55,75.9
2023-03-20,11:49:13,75.9
2023-03-20,11:49:29,75.8
2023-03-20,11:49:49,75.5
2023-03-20,11:50:11,75.5
2023-03-20,11:50:34,75.6
2023-03-20,11:50:50,75.6
2023-04-19,15:39:27,66.9
2023-04-19,15:39:48,65.6
2023-04-19,17:05:53,70.1
2023-04-19,17:06:12,66.3
2023-04-19,17:06:31,69
2023-04-19,17:06:49,68.8
2023-04-19,17:07:07,69
2023-04-19,17:07:27,75.3
2023-04-19,17:07:47,71.5
2023-04-19,17:08:04,63.4
2023-04-19,17:08:23,81.5
2023-04-19,17:08:38,63.3
2023-04-19,17:09:02,68.5
2023-04-19,17:09:22,66.7
2023-04-19,17:09:41,70.3
2023-04-19,17:10:01,71.5
2023-04-19,17:10:22,68.6
2023-04-19,17:10:43,70.9
2023-04-19,17:11:03,68.8
2023-04-19,17:11:26,69.4
2023-04-19,17:11:47,69.3
2023-04-19,17:12:07,67.1
2023-04-19,17:12:26,64.3
2023-04-19,17:12:47,77
2023-04-19,17:13:08,72.2
2023-04-19,17:13:29,69.9
2023-04-19,17:13:50,76.7
2023-04-19,17:14:11,78.9
2023-04-19,17:14:33,66.8
2023-04-19,17:14:55,69
2023-04-19,17:15:14,68.7
2023-04-19,17:15:36,67.5
2023-04-19,17:15:58,75.4
2023-04-19,17:16:20,69.7
2023-04-19,17:16:43,70.1
2023-04-19,17:17:05,69.3
2023-04-19,17:17:27,70.7
2023-04-19,17:17:50,70.9
2023-04-19,17:18:13,68.2
2023-04-19,17:18:36,73.5
2023-04-19,17:19:00,69.5
2023-04-19,17:19:23,73.5
2023-04-19,17:19:45,68.3
2023-04-19,17:20:08,69.3
2023-04-19,17:20:31,68.5
2023-04-19,17:20:54,70.7
2023-04-19,17:21:17,64.1
2023-04-19,17:21:36,69.8
2023-04-19,17:22:00,69.3
2023-04-19,17:22:24,76.1
2023-04-19,17:22:47,72
2023-04-19,17:23:10,70.7
2023-04-19,17:23:33,68.5
2023-04-19,17:23:52,67.3
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:24:13,67.1
2023-04-19,17:35:50,59.4
2023-04-19,17:36:09,59.6
2023-04-19,17:36:27,59.8
2023-04-19,17:36:47,59.8
2023-04-19,17:37:05,59.8
2023-04-19,17:37:29,59.8
2023-04-19,17:37:48,59.8
2023-04-19,17:38:07,59.8
2023-04-19,17:38:30,60
2023-04-19,17:38:52,60.3
2023-04-19,17:39:16,60.2
2023-04-19,17:39:36,60.1
2023-04-19,17:39:56,60.2
2023-04-19,17:40:15,60.2
2023-04-19,17:40:30,60.2
2023-04-19,17:40:46,60.2
2023-04-19,17:41:03,60.3
2023-04-19,17:41:25,60.3
2023-04-19,17:41:45,60.4
2023-04-19,17:42:08,60.5
2023-04-19,17:42:27,60.4
2023-04-19,17:42:45,60.4
2023-04-19,17:43:10,60.4
2023-04-19,17:43:31,60.4
2023-04-19,17:43:49,66.4
2023-04-19,17:44:19,71.3
2023-04-19,17:44:38,67.7
2023-04-19,17:44:56,66.4
2023-04-19,17:45:20,75.6
2023-04-19,17:45:43,77.2
2023-04-19,17:46:05,67.9
2023-04-19,17:46:30,71.2
2023-04-19,17:46:49,66.9
2023-04-19,17:47:08,68.3
2023-04-19,17:47:32,73.1
2023-04-19,17:47:50,75.6
2023-04-19,17:48:15,71
2023-04-19,17:48:33,76.2
2023-04-19,17:48:55,77.2
2023-04-19,17:49:15,69.5
2023-04-19,17:49:36,61.8
2023-04-19,17:49:57,61.8
2023-04-19,17:50:21,61.8
2023-04-19,17:50:42,61.9
2023-04-19,17:51:07,62
2023-04-19,17:51:24,62
2023-04-19,17:51:44,61.9
2023-04-19,17:52:02,61.9
2023-04-19,17:52:23,62
2023-04-19,17:52:45,62.1
2023-04-19,17:53:06,62
2023-04-19,17:53:28,62
2023-04-19,17:53:50,62.1
2023-04-19,17:54:10,61.9
2023-04-19,17:54:32,62.1
2023-04-19,17:54:52,61.9
2023-04-19,17:55:13,62
2023-04-19,17:55:31,61.8
2023-04-19,17:55:56,61.8
2023-04-19,17:56:17,61.8
2023-04-19,17:56:36,61.9
2023-04-19,17:56:53,62
2023-04-19,17:57:13,62
2023-04-19,17:57:38,62.1
2023-04-19,17:57:59,62.1
2023-04-19,17:58:23,62.2
2023-04-19,17:58:45,62.2
2023-04-19,17:59:07,62.2
2023-04-19,17:59:28,62.4
2023-04-19,17:59:50,62.4
2023-04-19,18:00:11,62.5
2023-04-19,18:00:35,62.6
2023-04-19,18:00:57,62.6
2023-04-19,18:01:21,62.7
2023-04-19,18:01:43,62.6
2023-04-19,18:02:06,62.6
2023-04-19,18:02:28,62.5
2023-04-19,18:02:52,62.2
2023-04-19,18:03:10,62.2
2023-04-19,18:03:30,62.3
2023-04-19,18:03:53,62.4
2023-04-19,18:04:16,71.6
